city,parameter,value,date
Brasov,pm25,13.45,2024-01-18
Brasov,pm25,12.68,2024-01-19
Brasov,pm25,13.93,2024-01-20
Brasov,pm25,11.56,2024-01-21
Brasov,pm25,15.65,2024-01-22
Brasov,pm25,14.86,2024-01-23
Brasov,pm25,13.39,2024-01-24
Brasov,pm25,12.8,2024-01-25
Brasov,pm25,15.95,2024-01-26
Brasov,pm25,13.8,2024-01-27
Brasov,pm25,13.49,2024-01-28
Brasov,pm25,12.37,2024-01-29
Brasov,pm25,16.68,2024-01-30
Brasov,pm25,13.34,2024-01-31
Brasov,pm25,12.98,2024-02-01
Brasov,pm25,14.02,2024-02-02
Brasov,pm25,15.05,2024-02-03
Brasov,pm25,15.46,2024-02-04
Brasov,pm25,16.66,2024-02-05
Brasov,pm25,17.1,2024-02-06
Brasov,pm25,12.52,2024-02-07
Brasov,pm25,12.85,2024-02-08
Brasov,pm25,16.08,2024-02-09
Brasov,pm25,13.45,2024-02-10
Brasov,pm25,16.2,2024-02-11
Brasov,pm25,16.51,2024-02-12
Brasov,pm25,14.75,2024-02-13
Brasov,pm25,15.58,2024-02-14
Brasov,pm25,13.97,2024-02-15
Brasov,pm25,16.71,2024-02-16
Brasov,pm25,13.4,2024-02-17
Brasov,pm25,14.21,2024-02-18
Brasov,pm25,14.25,2024-02-19
Brasov,pm25,17.62,2024-02-20
Brasov,pm25,16.67,2024-02-21
Brasov,pm25,16.31,2024-02-22
Brasov,pm25,15.64,2024-02-23
Brasov,pm25,17.42,2024-02-24
Brasov,pm25,14.43,2024-02-25
Brasov,pm25,16.28,2024-02-26
Brasov,pm25,18.94,2024-02-27
Brasov,pm25,16.82,2024-02-28
Brasov,pm25,17.84,2024-02-29
Brasov,pm25,16.38,2024-03-01
Brasov,pm25,16.0,2024-03-02
Brasov,pm25,17.58,2024-03-03
Brasov,pm25,19.48,2024-03-04
Brasov,pm25,16.43,2024-03-05
Brasov,pm25,15.75,2024-03-06
Brasov,pm25,17.61,2024-03-07
Brasov,pm25,15.23,2024-03-08
Brasov,pm25,19.55,2024-03-09
Brasov,pm25,15.91,2024-03-10
Brasov,pm25,19.19,2024-03-11
Brasov,pm25,16.39,2024-03-12
Brasov,pm25,18.05,2024-03-13
Brasov,pm25,16.59,2024-03-14
Brasov,pm25,16.61,2024-03-15
Brasov,pm25,17.68,2024-03-16
Brasov,pm25,19.14,2024-03-17
Brasov,pm25,17.83,2024-03-18
Brasov,pm25,16.68,2024-03-19
Brasov,pm25,18.08,2024-03-20
Brasov,pm25,20.0,2024-03-21
Brasov,pm25,20.83,2024-03-22
Brasov,pm25,20.65,2024-03-23
Brasov,pm25,20.18,2024-03-24
Brasov,pm25,19.01,2024-03-25
Brasov,pm25,20.21,2024-03-26
Brasov,pm25,20.92,2024-03-27
Brasov,pm25,19.23,2024-03-28
Brasov,pm25,19.58,2024-03-29
Brasov,pm25,16.91,2024-03-30
Bucharest,pm10,23.16,2024-01-01
Bucharest,pm10,25.28,2024-01-02
Bucharest,pm10,23.19,2024-01-03
Bucharest,pm10,22.88,2024-01-04
Bucharest,pm10,23.45,2024-01-05
Bucharest,pm10,23.89,2024-01-06
Bucharest,pm10,24.23,2024-01-07
Bucharest,pm10,24.07,2024-01-08
Bucharest,pm10,26.47,2024-01-09
Bucharest,pm10,25.66,2024-01-10
Bucharest,pm10,26.51,2024-01-11
Bucharest,pm10,28.25,2024-01-12
Bucharest,pm10,26.89,2024-01-13
Bucharest,pm10,27.96,2024-01-14
Bucharest,pm10,28.35,2024-01-15
Bucharest,pm10,26.55,2024-01-16
Bucharest,pm10,25.56,2024-01-17
Bucharest,pm10,25.66,2024-01-18
Bucharest,pm10,26.79,2024-01-19
Bucharest,pm10,24.05,2024-01-20
Bucharest,pm10,28.08,2024-01-21
Bucharest,pm10,27.69,2024-01-22
Bucharest,pm10,26.29,2024-01-23
Bucharest,pm10,26.64,2024-01-24
Bucharest,pm10,27.28,2024-01-25
Bucharest,pm10,28.98,2024-01-26
Bucharest,pm10,25.66,2024-01-27
Bucharest,pm10,26.29,2024-01-28
Bucharest,pm10,25.47,2024-01-29
Bucharest,pm10,29.65,2024-01-30
Bucharest,pm10,25.93,2024-01-31
Bucharest,pm10,25.05,2024-02-01
Bucharest,pm10,26.57,2024-02-02
Bucharest,pm10,29.93,2024-02-03
Bucharest,pm10,26.03,2024-02-04
Bucharest,pm10,25.65,2024-02-05
Bucharest,pm10,27.31,2024-02-06
Bucharest,pm10,27.35,2024-02-07
Bucharest,pm10,26.23,2024-02-08
Bucharest,pm10,30.37,2024-02-09
Bucharest,pm10,30.66,2024-02-10
Bucharest,pm10,27.3,2024-02-11
Bucharest,pm10,26.12,2024-02-12
Bucharest,pm10,27.75,2024-02-13
Bucharest,pm10,29.77,2024-02-14
Bucharest,pm10,26.63,2024-02-15
Bucharest,pm10,30.07,2024-02-16
Bucharest,pm10,27.15,2024-02-17
Bucharest,pm10,30.89,2024-02-18
Bucharest,pm10,31.08,2024-02-19
Bucharest,pm10,29.19,2024-02-20
Bucharest,pm10,30.21,2024-02-21
Bucharest,pm10,28.52,2024-02-22
Bucharest,pm10,27.86,2024-02-23
Bucharest,pm10,29.99,2024-02-24
Bucharest,pm10,29.02,2024-02-25
Bucharest,pm10,29.21,2024-02-26
Bucharest,pm10,30.42,2024-02-27
Bucharest,pm10,28.02,2024-02-28
Bucharest,pm10,31.48,2024-02-29
Bucharest,pm10,28.97,2024-03-01
Bucharest,pm10,30.31,2024-03-02
Bucharest,pm10,31.91,2024-03-03
Bucharest,pm10,29.26,2024-03-04
Bucharest,pm10,31.66,2024-03-05
Bucharest,pm10,28.2,2024-03-06
Bucharest,pm10,31.82,2024-03-07
Bucharest,pm10,31.47,2024-03-08
Bucharest,pm10,32.18,2024-03-09
Bucharest,pm10,32.17,2024-03-10
Bucharest,pm10,32.47,2024-03-11
Bucharest,pm10,30.95,2024-03-12
Bucharest,pm10,28.51,2024-03-13
Bucharest,pm10,32.4,2024-03-14
Bucharest,pm10,29.82,2024-03-15
Bucharest,pm10,28.51,2024-03-16
Bucharest,pm10,29.88,2024-03-17
Bucharest,pm10,29.56,2024-03-18
Bucharest,pm10,29.63,2024-03-19
Bucharest,pm10,32.26,2024-03-20
Bucharest,pm10,31.92,2024-03-21
Bucharest,pm10,32.18,2024-03-22
Bucharest,pm10,30.07,2024-03-23
Bucharest,pm10,32.83,2024-03-24
Bucharest,pm10,33.08,2024-03-25
Bucharest,pm10,29.76,2024-03-26
Bucharest,pm10,31.62,2024-03-27
Bucharest,pm10,34.06,2024-03-28
Bucharest,pm10,31.91,2024-03-29
Bucharest,pm10,32.72,2024-03-30
Bucharest,pm25,11.22,2024-01-01
Bucharest,pm25,14.45,2024-01-01
Bucharest,pm25,11.52,2024-01-01
Bucharest,pm25,13.09,2024-01-02
Bucharest,pm25,12.81,2024-01-02
Bucharest,pm25,13.59,2024-01-02
Bucharest,pm25,10.86,2024-01-03
Bucharest,pm25,13.51,2024-01-03
Bucharest,pm25,12.9,2024-01-03
Bucharest,pm25,14.62,2024-01-04
Bucharest,pm25,12.4,2024-01-04
Bucharest,pm25,14.57,2024-01-04
Bucharest,pm25,11.32,2024-01-05
Bucharest,pm25,13.0,2024-01-05
Bucharest,pm25,14.22,2024-01-05
Bucharest,pm25,14.14,2024-01-06
Bucharest,pm25,13.51,2024-01-06
Bucharest,pm25,13.29,2024-01-06
Bucharest,pm25,12.93,2024-01-07
Bucharest,pm25,11.93,2024-01-07
Bucharest,pm25,11.77,2024-01-07
Bucharest,pm25,13.56,2024-01-08
Bucharest,pm25,12.41,2024-01-08
Bucharest,pm25,13.84,2024-01-08
Bucharest,pm25,11.91,2024-01-09
Bucharest,pm25,13.57,2024-01-09
Bucharest,pm25,12.01,2024-01-09
Bucharest,pm25,14.64,2024-01-10
Bucharest,pm25,13.18,2024-01-10
Bucharest,pm25,11.75,2024-01-10
Bucharest,pm25,12.5,2024-01-11
Bucharest,pm25,13.6,2024-01-11
Bucharest,pm25,13.8,2024-01-11
Bucharest,pm25,10.82,2024-01-12
Bucharest,pm25,12.51,2024-01-12
Bucharest,pm25,14.99,2024-01-12
Bucharest,pm25,15.2,2024-01-13
Bucharest,pm25,11.72,2024-01-13
Bucharest,pm25,13.39,2024-01-13
Bucharest,pm25,13.82,2024-01-14
Bucharest,pm25,15.16,2024-01-14
Bucharest,pm25,14.22,2024-01-14
Bucharest,pm25,14.5,2024-01-15
Bucharest,pm25,13.94,2024-01-15
Bucharest,pm25,14.3,2024-01-15
Bucharest,pm25,15.7,2024-01-16
Bucharest,pm25,12.93,2024-01-16
Bucharest,pm25,13.32,2024-01-16
Bucharest,pm25,15.06,2024-01-17
Bucharest,pm25,15.04,2024-01-17
Bucharest,pm25,15.03,2024-01-17
Bucharest,pm25,15.34,2024-01-18
Bucharest,pm25,13.23,2024-01-18
Bucharest,pm25,15.79,2024-01-18
Bucharest,pm25,15.71,2024-01-19
Bucharest,pm25,14.4,2024-01-19
Bucharest,pm25,13.47,2024-01-19
Bucharest,pm25,11.92,2024-01-20
Bucharest,pm25,11.47,2024-01-20
Bucharest,pm25,12.69,2024-01-20
Bucharest,pm25,11.83,2024-01-21
Bucharest,pm25,16.06,2024-01-21
Bucharest,pm25,11.62,2024-01-21
Bucharest,pm25,13.88,2024-01-22
Bucharest,pm25,14.15,2024-01-22
Bucharest,pm25,13.2,2024-01-22
Bucharest,pm25,15.56,2024-01-23
Bucharest,pm25,14.56,2024-01-23
Bucharest,pm25,15.77,2024-01-23
Bucharest,pm25,15.04,2024-01-24
Bucharest,pm25,15.96,2024-01-24
Bucharest,pm25,12.18,2024-01-24
Bucharest,pm25,12.29,2024-01-25
Bucharest,pm25,12.62,2024-01-25
Bucharest,pm25,15.42,2024-01-25
Bucharest,pm25,13.13,2024-01-26
Bucharest,pm25,16.3,2024-01-26
Bucharest,pm25,14.58,2024-01-26
Bucharest,pm25,15.92,2024-01-27
Bucharest,pm25,12.7,2024-01-27
Bucharest,pm25,16.35,2024-01-27
Bucharest,pm25,14.06,2024-01-28
Bucharest,pm25,16.37,2024-01-28
Bucharest,pm25,15.61,2024-01-28
Bucharest,pm25,13.78,2024-01-29
Bucharest,pm25,16.57,2024-01-29
Bucharest,pm25,14.01,2024-01-29
Bucharest,pm25,13.81,2024-01-30
Bucharest,pm25,14.57,2024-01-30
Bucharest,pm25,14.6,2024-01-30
Bucharest,pm25,15.31,2024-01-31
Bucharest,pm25,12.37,2024-01-31
Bucharest,pm25,14.66,2024-01-31
Bucharest,pm25,12.72,2024-02-01
Bucharest,pm25,13.57,2024-02-01
Bucharest,pm25,12.3,2024-02-01
Bucharest,pm25,15.29,2024-02-02
Bucharest,pm25,14.49,2024-02-02
Bucharest,pm25,12.91,2024-02-02
Bucharest,pm25,12.96,2024-02-03
Bucharest,pm25,12.39,2024-02-03
Bucharest,pm25,12.3,2024-02-03
Bucharest,pm25,16.64,2024-02-04
Bucharest,pm25,12.89,2024-02-04
Bucharest,pm25,16.39,2024-02-04
Bucharest,pm25,17.29,2024-02-05
Bucharest,pm25,16.2,2024-02-05
Bucharest,pm25,12.62,2024-02-05
Bucharest,pm25,13.98,2024-02-06
Bucharest,pm25,14.63,2024-02-06
Bucharest,pm25,14.09,2024-02-06
Bucharest,pm25,13.52,2024-02-07
Bucharest,pm25,16.73,2024-02-07
Bucharest,pm25,12.65,2024-02-07
Bucharest,pm25,14.84,2024-02-08
Bucharest,pm25,15.06,2024-02-08
Bucharest,pm25,15.39,2024-02-08
Bucharest,pm25,16.35,2024-02-09
Bucharest,pm25,17.4,2024-02-09
Bucharest,pm25,14.02,2024-02-09
Bucharest,pm25,14.71,2024-02-10
Bucharest,pm25,16.27,2024-02-10
Bucharest,pm25,17.32,2024-02-10
Bucharest,pm25,15.55,2024-02-11
Bucharest,pm25,15.47,2024-02-11
Bucharest,pm25,13.71,2024-02-11
Bucharest,pm25,15.99,2024-02-12
Bucharest,pm25,15.51,2024-02-12
Bucharest,pm25,14.4,2024-02-12
Bucharest,pm25,14.06,2024-02-13
Bucharest,pm25,16.66,2024-02-13
Bucharest,pm25,13.78,2024-02-13
Bucharest,pm25,17.84,2024-02-14
Bucharest,pm25,15.01,2024-02-14
Bucharest,pm25,13.14,2024-02-14
Bucharest,pm25,17.12,2024-02-15
Bucharest,pm25,14.75,2024-02-15
Bucharest,pm25,14.44,2024-02-15
Bucharest,pm25,16.34,2024-02-16
Bucharest,pm25,17.97,2024-02-16
Bucharest,pm25,17.52,2024-02-16
Bucharest,pm25,14.31,2024-02-17
Bucharest,pm25,17.42,2024-02-17
Bucharest,pm25,16.39,2024-02-17
Bucharest,pm25,14.23,2024-02-18
Bucharest,pm25,15.36,2024-02-18
Bucharest,pm25,14.22,2024-02-18
Bucharest,pm25,13.99,2024-02-19
Bucharest,pm25,15.92,2024-02-19
Bucharest,pm25,15.04,2024-02-19
Bucharest,pm25,18.17,2024-02-20
Bucharest,pm25,16.96,2024-02-20
Bucharest,pm25,17.71,2024-02-20
Bucharest,pm25,15.43,2024-02-21
Bucharest,pm25,13.81,2024-02-21
Bucharest,pm25,18.32,2024-02-21
Bucharest,pm25,17.77,2024-02-22
Bucharest,pm25,15.85,2024-02-22
Bucharest,pm25,15.9,2024-02-22
Bucharest,pm25,17.29,2024-02-23
Bucharest,pm25,13.99,2024-02-23
Bucharest,pm25,17.57,2024-02-23
Bucharest,pm25,16.84,2024-02-24
Bucharest,pm25,16.46,2024-02-24
Bucharest,pm25,17.34,2024-02-24
Bucharest,pm25,16.2,2024-02-25
Bucharest,pm25,14.42,2024-02-25
Bucharest,pm25,14.21,2024-02-25
Bucharest,pm25,18.35,2024-02-26
Bucharest,pm25,16.0,2024-02-26
Bucharest,pm25,15.12,2024-02-26
Bucharest,pm25,15.62,2024-02-27
Bucharest,pm25,14.96,2024-02-27
Bucharest,pm25,18.19,2024-02-27
Bucharest,pm25,16.96,2024-02-28
Bucharest,pm25,16.55,2024-02-28
Bucharest,pm25,18.77,2024-02-28
Bucharest,pm25,17.49,2024-02-29
Bucharest,pm25,14.33,2024-02-29
Bucharest,pm25,19.08,2024-02-29
Bucharest,pm25,14.69,2024-03-01
Bucharest,pm25,15.19,2024-03-01
Bucharest,pm25,18.26,2024-03-01
Bucharest,pm25,14.62,2024-03-02
Bucharest,pm25,19.37,2024-03-02
Bucharest,pm25,15.85,2024-03-02
Bucharest,pm25,18.27,2024-03-03
Bucharest,pm25,16.89,2024-03-03
Bucharest,pm25,17.39,2024-03-03
Bucharest,pm25,17.81,2024-03-04
Bucharest,pm25,16.17,2024-03-04
Bucharest,pm25,16.77,2024-03-04
Bucharest,pm25,14.67,2024-03-05
Bucharest,pm25,17.18,2024-03-05
Bucharest,pm25,19.14,2024-03-05
Bucharest,pm25,19.02,2024-03-06
Bucharest,pm25,19.46,2024-03-06
Bucharest,pm25,15.68,2024-03-06
Bucharest,pm25,19.45,2024-03-07
Bucharest,pm25,18.36,2024-03-07
Bucharest,pm25,16.08,2024-03-07
Bucharest,pm25,17.78,2024-03-08
Bucharest,pm25,15.58,2024-03-08
Bucharest,pm25,14.93,2024-03-08
Bucharest,pm25,18.32,2024-03-09
Bucharest,pm25,18.81,2024-03-09
Bucharest,pm25,15.15,2024-03-09
Bucharest,pm25,17.85,2024-03-10
Bucharest,pm25,18.23,2024-03-10
Bucharest,pm25,16.85,2024-03-10
Bucharest,pm25,20.06,2024-03-11
Bucharest,pm25,20.0,2024-03-11
Bucharest,pm25,20.02,2024-03-11
Bucharest,pm25,17.42,2024-03-12
Bucharest,pm25,17.78,2024-03-12
Bucharest,pm25,17.03,2024-03-12
Bucharest,pm25,19.21,2024-03-13
Bucharest,pm25,18.6,2024-03-13
Bucharest,pm25,19.7,2024-03-13
Bucharest,pm25,15.9,2024-03-14
Bucharest,pm25,17.82,2024-03-14
Bucharest,pm25,15.4,2024-03-14
Bucharest,pm25,16.3,2024-03-15
Bucharest,pm25,20.15,2024-03-15
Bucharest,pm25,19.46,2024-03-15
Bucharest,pm25,18.5,2024-03-16
Bucharest,pm25,15.96,2024-03-16
Bucharest,pm25,19.8,2024-03-16
Bucharest,pm25,18.72,2024-03-17
Bucharest,pm25,20.31,2024-03-17
Bucharest,pm25,17.85,2024-03-17
Bucharest,pm25,15.98,2024-03-18
Bucharest,pm25,16.35,2024-03-18
Bucharest,pm25,16.07,2024-03-18
Bucharest,pm25,16.11,2024-03-19
Bucharest,pm25,19.7,2024-03-19
Bucharest,pm25,19.57,2024-03-19
Bucharest,pm25,17.41,2024-03-20
Bucharest,pm25,16.04,2024-03-20
Bucharest,pm25,17.35,2024-03-20
Bucharest,pm25,17.17,2024-03-21
Bucharest,pm25,16.91,2024-03-21
Bucharest,pm25,18.19,2024-03-21
Bucharest,pm25,17.38,2024-03-22
Bucharest,pm25,20.86,2024-03-22
Bucharest,pm25,18.45,2024-03-22
Bucharest,pm25,20.41,2024-03-23
Bucharest,pm25,20.92,2024-03-23
Bucharest,pm25,20.96,2024-03-23
Bucharest,pm25,17.66,2024-03-24
Bucharest,pm25,20.43,2024-03-24
Bucharest,pm25,16.22,2024-03-24
Bucharest,pm25,18.64,2024-03-25
Bucharest,pm25,20.51,2024-03-25
Bucharest,pm25,19.48,2024-03-25
Bucharest,pm25,19.07,2024-03-26
Bucharest,pm25,19.77,2024-03-26
Bucharest,pm25,21.03,2024-03-26
Bucharest,pm25,19.24,2024-03-27
Bucharest,pm25,17.99,2024-03-27
Bucharest,pm25,19.14,2024-03-27
Bucharest,pm25,18.62,2024-03-28
Bucharest,pm25,20.41,2024-03-28
Bucharest,pm25,18.6,2024-03-28
Bucharest,pm25,18.13,2024-03-29
Bucharest,pm25,16.95,2024-03-29
Bucharest,pm25,21.46,2024-03-29
Bucharest,pm25,18.21,2024-03-30
Bucharest,pm25,17.2,2024-03-30
Bucharest,pm25,20.11,2024-03-30
Cluj-Napoca,pm10,24.35,2024-01-01
Cluj-Napoca,pm10,24.94,2024-01-01
Cluj-Napoca,pm10,27.27,2024-01-02
Cluj-Napoca,pm10,26.41,2024-01-02
Cluj-Napoca,pm10,24.9,2024-01-03
Cluj-Napoca,pm10,24.77,2024-01-03
Cluj-Napoca,pm10,23.63,2024-01-04
Cluj-Napoca,pm10,24.29,2024-01-04
Cluj-Napoca,pm10,24.87,2024-01-05
Cluj-Napoca,pm10,26.55,2024-01-05
Cluj-Napoca,pm10,26.07,2024-01-06
Cluj-Napoca,pm10,23.38,2024-01-06
Cluj-Napoca,pm10,25.12,2024-01-07
Cluj-Napoca,pm10,24.18,2024-01-07
Cluj-Napoca,pm10,23.64,2024-01-08
Cluj-Napoca,pm10,26.75,2024-01-08
Cluj-Napoca,pm10,27.79,2024-01-09
Cluj-Napoca,pm10,27.01,2024-01-09
Cluj-Napoca,pm10,24.39,2024-01-10
Cluj-Napoca,pm10,25.56,2024-01-10
Cluj-Napoca,pm10,25.01,2024-01-11
Cluj-Napoca,pm10,27.53,2024-01-11
Cluj-Napoca,pm10,23.96,2024-01-12
Cluj-Napoca,pm10,27.1,2024-01-12
Cluj-Napoca,pm10,24.59,2024-01-13
Cluj-Napoca,pm10,25.63,2024-01-13
Cluj-Napoca,pm10,25.92,2024-01-14
Cluj-Napoca,pm10,27.54,2024-01-14
Cluj-Napoca,pm10,24.39,2024-01-15
Cluj-Napoca,pm10,27.24,2024-01-15
Cluj-Napoca,pm10,24.5,2024-01-16
Cluj-Napoca,pm10,23.96,2024-01-16
Cluj-Napoca,pm10,24.98,2024-01-17
Cluj-Napoca,pm10,24.24,2024-01-17
Cluj-Napoca,pm10,27.54,2024-01-18
Cluj-Napoca,pm10,23.93,2024-01-18
Cluj-Napoca,pm10,24.4,2024-01-19
Cluj-Napoca,pm10,25.76,2024-01-19
Cluj-Napoca,pm10,25.06,2024-01-20
Cluj-Napoca,pm10,26.56,2024-01-20
Cluj-Napoca,pm10,27.01,2024-01-21
Cluj-Napoca,pm10,28.2,2024-01-21
Cluj-Napoca,pm10,25.24,2024-01-22
Cluj-Napoca,pm10,26.76,2024-01-22
Cluj-Napoca,pm10,28.27,2024-01-23
Cluj-Napoca,pm10,25.21,2024-01-23
Cluj-Napoca,pm10,25.32,2024-01-24
Cluj-Napoca,pm10,24.8,2024-01-24
Cluj-Napoca,pm10,28.27,2024-01-25
Cluj-Napoca,pm10,26.49,2024-01-25
Cluj-Napoca,pm10,25.09,2024-01-26
Cluj-Napoca,pm10,25.01,2024-01-26
Cluj-Napoca,pm10,28.58,2024-01-27
Cluj-Napoca,pm10,25.26,2024-01-27
Cluj-Napoca,pm10,25.16,2024-01-28
Cluj-Napoca,pm10,27.03,2024-01-28
Cluj-Napoca,pm10,27.04,2024-01-29
Cluj-Napoca,pm10,25.12,2024-01-29
Cluj-Napoca,pm10,27.96,2024-01-30
Cluj-Napoca,pm10,25.31,2024-01-30
Cluj-Napoca,pm10,27.36,2024-01-31
Cluj-Napoca,pm10,25.1,2024-01-31
Cluj-Napoca,pm10,26.33,2024-02-01
Cluj-Napoca,pm10,29.11,2024-02-01
Cluj-Napoca,pm10,26.24,2024-02-02
Cluj-Napoca,pm10,26.49,2024-02-02
Cluj-Napoca,pm10,28.1,2024-02-03
Cluj-Napoca,pm10,25.25,2024-02-03
Cluj-Napoca,pm10,27.59,2024-02-04
Cluj-Napoca,pm10,28.31,2024-02-04
Cluj-Napoca,pm10,27.57,2024-02-05
Cluj-Napoca,pm10,29.09,2024-02-05
Cluj-Napoca,pm10,28.43,2024-02-06
Cluj-Napoca,pm10,29.99,2024-02-06
Cluj-Napoca,pm10,30.06,2024-02-07
Cluj-Napoca,pm10,28.52,2024-02-07
Cluj-Napoca,pm10,27.99,2024-02-08
Cluj-Napoca,pm10,26.28,2024-02-08
Cluj-Napoca,pm10,27.77,2024-02-09
Cluj-Napoca,pm10,28.16,2024-02-09
Cluj-Napoca,pm10,27.34,2024-02-10
Cluj-Napoca,pm10,28.1,2024-02-10
Cluj-Napoca,pm10,26.8,2024-02-11
Cluj-Napoca,pm10,30.19,2024-02-11
Cluj-Napoca,pm10,30.19,2024-02-12
Cluj-Napoca,pm10,28.32,2024-02-12
Cluj-Napoca,pm10,26.09,2024-02-13
Cluj-Napoca,pm10,27.44,2024-02-13
Cluj-Napoca,pm10,28.77,2024-02-14
Cluj-Napoca,pm10,27.47,2024-02-14
Cluj-Napoca,pm10,26.34,2024-02-15
Cluj-Napoca,pm10,27.15,2024-02-15
Cluj-Napoca,pm10,27.76,2024-02-16
Cluj-Napoca,pm10,27.1,2024-02-16
Cluj-Napoca,pm10,29.87,2024-02-17
Cluj-Napoca,pm10,27.11,2024-02-17
Cluj-Napoca,pm10,29.04,2024-02-18
Cluj-Napoca,pm10,30.59,2024-02-18
Cluj-Napoca,pm10,29.3,2024-02-19
Cluj-Napoca,pm10,30.55,2024-02-19
Cluj-Napoca,pm10,28.45,2024-02-20
Cluj-Napoca,pm10,30.38,2024-02-20
Cluj-Napoca,pm10,31.28,2024-02-21
Cluj-Napoca,pm10,30.5,2024-02-21
Cluj-Napoca,pm10,29.87,2024-02-22
Cluj-Napoca,pm10,27.43,2024-02-22
Cluj-Napoca,pm10,29.73,2024-02-23
Cluj-Napoca,pm10,28.97,2024-02-23
Cluj-Napoca,pm10,30.39,2024-02-24
Cluj-Napoca,pm10,31.51,2024-02-24
Cluj-Napoca,pm10,28.91,2024-02-25
Cluj-Napoca,pm10,28.97,2024-02-25
