city,parameter,value,date
Brasov,pm25,27.24,2024-02-08
Brasov,pm25,26.35,2024-02-09
Brasov,pm25,24.21,2024-02-10
Brasov,pm25,27.23,2024-02-11
Brasov,pm25,25.06,2024-02-12
Brasov,pm25,24.47,2024-02-13
Brasov,pm25,24.81,2024-02-14
Brasov,pm25,26.3,2024-02-15
Brasov,pm25,25.35,2024-02-16
Brasov,pm25,27.14,2024-02-17
Brasov,pm25,27.03,2024-02-18
Brasov,pm25,26.41,2024-02-19
Brasov,pm25,25.94,2024-02-20
Brasov,pm25,25.73,2024-02-21
Brasov,pm25,22.55,2024-02-22
Brasov,pm25,28.31,2024-02-23
Brasov,pm25,25.62,2024-02-24
Brasov,pm25,24.58,2024-02-25
Brasov,pm25,25.29,2024-02-26
Brasov,pm25,26.85,2024-02-27
Brasov,pm25,29.98,2024-02-28
Brasov,pm25,25.34,2024-02-29
Bucharest,no2,21.56,2024-01-01
Bucharest,no2,23.85,2024-01-02
Bucharest,no2,20.4,2024-01-03
Bucharest,no2,24.11,2024-01-04
Bucharest,no2,20.06,2024-01-05
Bucharest,no2,16.82,2024-01-06
Bucharest,no2,22.76,2024-01-07
Bucharest,no2,23.96,2024-01-08
Bucharest,no2,23.88,2024-01-09
Bucharest,no2,21.53,2024-01-10
Bucharest,no2,22.83,2024-01-11
Bucharest,no2,24.48,2024-01-12
Bucharest,no2,19.55,2024-01-13
Bucharest,no2,18.79,2024-01-14
Bucharest,no2,22.42,2024-01-15
Bucharest,no2,19.11,2024-01-16
Bucharest,no2,18.57,2024-01-17
Bucharest,no2,25.3,2024-01-18
Bucharest,no2,24.01,2024-01-19
Bucharest,no2,19.46,2024-01-20
Bucharest,no2,20.74,2024-01-21
Bucharest,no2,20.35,2024-01-22
Bucharest,no2,27.01,2024-01-23
Bucharest,no2,19.04,2024-01-24
Bucharest,no2,20.72,2024-01-25
Bucharest,no2,24.08,2024-01-26
Bucharest,no2,21.22,2024-01-27
Bucharest,no2,22.77,2024-01-28
Bucharest,no2,26.06,2024-01-29
Bucharest,no2,19.65,2024-01-30
Bucharest,no2,21.48,2024-01-31
Bucharest,no2,20.95,2024-02-01
Bucharest,no2,23.57,2024-02-02
Bucharest,no2,17.96,2024-02-03
Bucharest,no2,20.51,2024-02-04
Bucharest,no2,20.91,2024-02-05
Bucharest,no2,19.07,2024-02-06
Bucharest,no2,19.81,2024-02-07
Bucharest,no2,24.2,2024-02-08
Bucharest,no2,18.37,2024-02-09
Bucharest,no2,19.88,2024-02-10
Bucharest,no2,20.08,2024-02-11
Bucharest,no2,23.33,2024-02-12
Bucharest,no2,23.56,2024-02-13
Bucharest,no2,21.06,2024-02-14
Bucharest,no2,20.9,2024-02-15
Bucharest,no2,21.59,2024-02-16
Bucharest,no2,21.47,2024-02-17
Bucharest,no2,22.0,2024-02-18
Bucharest,no2,16.66,2024-02-19
Bucharest,no2,22.36,2024-02-20
Bucharest,no2,22.28,2024-02-21
Bucharest,no2,19.73,2024-02-22
Bucharest,no2,18.1,2024-02-23
Bucharest,no2,20.89,2024-02-24
Bucharest,no2,24.35,2024-02-25
Bucharest,no2,22.46,2024-02-26
Bucharest,no2,23.24,2024-02-27
Bucharest,no2,25.51,2024-02-28
Bucharest,no2,18.54,2024-02-29
Bucharest,pm10,25.59,2024-01-01
Bucharest,pm10,23.86,2024-01-02
Bucharest,pm10,26.38,2024-01-03
Bucharest,pm10,23.33,2024-01-04
Bucharest,pm10,23.1,2024-01-05
Bucharest,pm10,22.26,2024-01-06
Bucharest,pm10,19.91,2024-01-07
Bucharest,pm10,24.91,2024-01-08
Bucharest,pm10,21.21,2024-01-09
Bucharest,pm10,26.44,2024-01-10
Bucharest,pm10,23.75,2024-01-11
Bucharest,pm10,25.77,2024-01-12
Bucharest,pm10,23.35,2024-01-13
Bucharest,pm10,24.33,2024-01-14
Bucharest,pm10,25.37,2024-01-15
Bucharest,pm10,21.72,2024-01-16
Bucharest,pm10,25.12,2024-01-17
Bucharest,pm10,27.8,2024-01-18
Bucharest,pm10,24.61,2024-01-19
Bucharest,pm10,21.58,2024-01-20
Bucharest,pm10,24.99,2024-01-21
Bucharest,pm10,25.4,2024-01-22
Bucharest,pm10,25.52,2024-01-23
Bucharest,pm10,22.1,2024-01-24
Bucharest,pm10,27.55,2024-01-25
Bucharest,pm10,21.61,2024-01-26
Bucharest,pm10,27.28,2024-01-27
Bucharest,pm10,22.22,2024-01-28
Bucharest,pm10,22.25,2024-01-29
Bucharest,pm10,25.61,2024-01-30
Bucharest,pm10,24.91,2024-01-31
Bucharest,pm10,24.59,2024-02-01
Bucharest,pm10,26.13,2024-02-02
Bucharest,pm10,20.74,2024-02-03
Bucharest,pm10,21.12,2024-02-04
Bucharest,pm10,24.3,2024-02-05
Bucharest,pm10,26.76,2024-02-06
Bucharest,pm10,23.2,2024-02-07
Bucharest,pm10,24.21,2024-02-08
Bucharest,pm10,22.92,2024-02-09
Bucharest,pm10,21.98,2024-02-10
Bucharest,pm10,26.38,2024-02-11
Bucharest,pm10,24.63,2024-02-12
Bucharest,pm10,26.05,2024-02-13
Bucharest,pm10,22.49,2024-02-14
Bucharest,pm10,21.54,2024-02-15
Bucharest,pm10,26.6,2024-02-16
Bucharest,pm10,21.21,2024-02-17
Bucharest,pm10,26.59,2024-02-18
Bucharest,pm10,21.68,2024-02-19
Bucharest,pm10,26.43,2024-02-20
Bucharest,pm10,27.27,2024-02-21
Bucharest,pm10,23.97,2024-02-22
Bucharest,pm10,20.03,2024-02-23
Bucharest,pm10,23.6,2024-02-24
Bucharest,pm10,25.69,2024-02-25
Bucharest,pm10,22.38,2024-02-26
Bucharest,pm10,25.31,2024-02-27
Bucharest,pm10,25.13,2024-02-28
Bucharest,pm10,23.07,2024-02-29
Bucharest,pm25,14.29,2024-01-01
Bucharest,pm25,14.59,2024-01-02
Bucharest,pm25,11.97,2024-01-03
Bucharest,pm25,13.28,2024-01-04
Bucharest,pm25,11.7,2024-01-05
Bucharest,pm25,10.01,2024-01-06
Bucharest,pm25,10.94,2024-01-07
Bucharest,pm25,12.22,2024-01-08
Bucharest,pm25,14.4,2024-01-09
Bucharest,pm25,13.03,2024-01-10
Bucharest,pm25,13.33,2024-01-11
Bucharest,pm25,15.19,2024-01-12
Bucharest,pm25,13.73,2024-01-13
Bucharest,pm25,11.32,2024-01-14
Bucharest,pm25,12.66,2024-01-15
Bucharest,pm25,13.16,2024-01-16
Bucharest,pm25,11.59,2024-01-17
Bucharest,pm25,10.07,2024-01-18
Bucharest,pm25,10.55,2024-01-19
Bucharest,pm25,14.45,2024-01-20
Bucharest,pm25,15.2,2024-01-21
Bucharest,pm25,14.72,2024-01-22
Bucharest,pm25,12.93,2024-01-23
Bucharest,pm25,15.72,2024-01-24
Bucharest,pm25,11.76,2024-01-25
Bucharest,pm25,18.1,2024-01-26
Bucharest,pm25,14.13,2024-01-27
Bucharest,pm25,15.8,2024-01-28
Bucharest,pm25,12.13,2024-01-29
Bucharest,pm25,12.37,2024-01-30
Bucharest,pm25,11.71,2024-01-31
Bucharest,pm25,11.03,2024-02-01
Bucharest,pm25,13.67,2024-02-02
Bucharest,pm25,10.57,2024-02-03
Bucharest,pm25,13.0,2024-02-04
Bucharest,pm25,15.53,2024-02-05
Bucharest,pm25,9.74,2024-02-06
Bucharest,pm25,14.79,2024-02-07
Bucharest,pm25,15.77,2024-02-08
Bucharest,pm25,14.03,2024-02-09
Bucharest,pm25,17.62,2024-02-10
Bucharest,pm25,15.45,2024-02-11
Bucharest,pm25,11.57,2024-02-12
Bucharest,pm25,15.66,2024-02-13
Bucharest,pm25,13.4,2024-02-14
Bucharest,pm25,12.54,2024-02-15
Bucharest,pm25,16.35,2024-02-16
Bucharest,pm25,12.45,2024-02-17
Bucharest,pm25,13.92,2024-02-18
Bucharest,pm25,16.05,2024-02-19
Bucharest,pm25,9.6,2024-02-20
Bucharest,pm25,11.58,2024-02-21
Bucharest,pm25,14.4,2024-02-22
Bucharest,pm25,12.04,2024-02-23
Bucharest,pm25,14.16,2024-02-24
Bucharest,pm25,16.02,2024-02-25
Bucharest,pm25,15.21,2024-02-26
Bucharest,pm25,14.54,2024-02-27
Bucharest,pm25,13.25,2024-02-28
Bucharest,pm25,12.45,2024-02-29
Cluj,no2,35.83,2024-01-01
Cluj,no2,36.42,2024-01-02
Cluj,no2,40.67,2024-01-03
Cluj,no2,35.71,2024-01-04
Cluj,no2,33.76,2024-01-05
Cluj,no2,35.71,2024-01-06
Cluj,no2,32.87,2024-01-07
Cluj,no2,36.49,2024-01-08
Cluj,no2,35.38,2024-01-09
Cluj,no2,36.34,2024-01-10
Cluj,no2,36.09,2024-01-11
Cluj,no2,35.74,2024-01-12
Cluj,no2,32.51,2024-01-13
Cluj,no2,36.85,2024-01-14
Cluj,no2,39.37,2024-01-15
Cluj,no2,35.28,2024-01-16
Cluj,no2,36.64,2024-01-17
Cluj,no2,37.82,2024-01-18
Cluj,no2,33.82,2024-01-19
Cluj,no2,38.95,2024-01-20
Cluj,no2,37.09,2024-01-21
Cluj,no2,37.86,2024-01-22
Cluj,no2,33.31,2024-01-23
Cluj,no2,40.09,2024-01-24
Cluj,no2,39.58,2024-01-25
Cluj,no2,35.97,2024-01-26
Cluj,no2,34.06,2024-01-27
Cluj,no2,36.89,2024-01-28
Cluj,no2,37.2,2024-01-29
Cluj,no2,38.16,2024-01-30
Cluj,no2,36.9,2024-01-31
Cluj,no2,37.99,2024-02-01
Cluj,no2,34.16,2024-02-02
Cluj,no2,37.69,2024-02-03
Cluj,no2,38.69,2024-02-04
Cluj,no2,33.74,2024-02-05
Cluj,no2,33.4,2024-02-06
Cluj,no2,37.11,2024-02-07
Cluj,no2,41.34,2024-02-08
Cluj,no2,36.39,2024-02-09
Cluj,no2,38.07,2024-02-10
Cluj,no2,35.6,2024-02-11
Cluj,no2,37.02,2024-02-12
Cluj,no2,34.96,2024-02-13
Cluj,no2,36.59,2024-02-14
Cluj,no2,37.25,2024-02-15
Cluj,no2,39.18,2024-02-16
Cluj,no2,38.76,2024-02-17
Cluj,no2,35.03,2024-02-18
Cluj,no2,36.71,2024-02-19
Cluj,no2,35.55,2024-02-20
Cluj,no2,35.5,2024-02-21
Cluj,no2,37.75,2024-02-22
Cluj,no2,30.73,2024-02-23
Cluj,no2,38.03,2024-02-24
Cluj,no2,38.07,2024-02-25
Cluj,no2,35.04,2024-02-26
Cluj,no2,37.99,2024-02-27
Cluj,no2,35.83,2024-02-28
Cluj,no2,38.97,2024-02-29
Cluj,pm10,14.52,2024-01-01
Cluj,pm10,17.07,2024-01-02
Cluj,pm10,16.49,2024-01-03
Cluj,pm10,14.89,2024-01-04
Cluj,pm10,19.34,2024-01-05
Cluj,pm10,14.81,2024-01-06
Cluj,pm10,17.6,2024-01-07
Cluj,pm10,19.1,2024-01-08
Cluj,pm10,17.46,2024-01-09
Cluj,pm10,14.43,2024-01-10
Cluj,pm10,17.3,2024-01-11
Cluj,pm10,12.91,2024-01-12
Cluj,pm10,17.02,2024-01-13
Cluj,pm10,17.8,2024-01-14
Cluj,pm10,12.3,2024-01-15
Cluj,pm10,18.63,2024-01-16
Cluj,pm10,18.54,2024-01-17
Cluj,pm10,16.98,2024-01-18
Cluj,pm10,14.93,2024-01-19
Cluj,pm10,15.28,2024-01-20
Cluj,pm10,15.53,2024-01-21
Cluj,pm10,17.85,2024-01-22
Cluj,pm10,16.85,2024-01-23
Cluj,pm10,13.38,2024-01-24
Cluj,pm10,15.78,2024-01-25
Cluj,pm10,17.98,2024-01-26
Cluj,pm10,14.95,2024-01-27
Cluj,pm10,15.18,2024-01-28
Cluj,pm10,22.26,2024-01-29
Cluj,pm10,17.18,2024-01-30
Cluj,pm10,15.56,2024-01-31
Cluj,pm10,15.35,2024-02-01
Cluj,pm10,17.89,2024-02-02
Cluj,pm10,15.76,2024-02-03
Cluj,pm10,18.46,2024-02-04
Cluj,pm10,15.7,2024-02-05
Cluj,pm10,13.32,2024-02-06
Cluj,pm10,15.06,2024-02-07
Cluj,pm10,17.19,2024-02-08
Cluj,pm10,15.11,2024-02-09
Cluj,pm10,15.72,2024-02-10
Cluj,pm10,20.82,2024-02-11
Cluj,pm10,18.16,2024-02-12
Cluj,pm10,19.66,2024-02-13
Cluj,pm10,16.9,2024-02-14
Cluj,pm10,18.1,2024-02-15
Cluj,pm10,13.12,2024-02-16
Cluj,pm10,18.47,2024-02-17
Cluj,pm10,18.87,2024-02-18
Cluj,pm10,17.24,2024-02-19
Cluj,pm10,16.33,2024-02-20
Cluj,pm10,18.64,2024-02-21
Cluj,pm10,16.83,2024-02-22
Cluj,pm10,16.32,2024-02-23
Cluj,pm10,16.68,2024-02-24
Cluj,pm10,17.46,2024-02-25
Cluj,pm10,16.18,2024-02-26
Cluj,pm10,20.79,2024-02-27
Cluj,pm10,18.05,2024-02-28
Cluj,pm10,15.76,2024-02-29
Cluj,pm25,34.39,2024-01-01
Cluj,pm25,37.75,2024-01-02
Cluj,pm25,36.26,2024-01-03
Cluj,pm25,37.55,2024-01-04
Cluj,pm25,35.91,2024-01-05
Cluj,pm25,32.76,2024-01-06
Cluj,pm25,35.62,2024-01-07
Cluj,pm25,30.59,2024-01-08
Cluj,pm25,34.97,2024-01-09
Cluj,pm25,32.19,2024-01-10
Cluj,pm25,34.79,2024-01-11
Cluj,pm25,35.43,2024-01-12
Cluj,pm25,36.06,2024-01-13
Cluj,pm25,33.8,2024-01-14
Cluj,pm25,37.01,2024-01-15
Cluj,pm25,35.5,2024-01-16
Cluj,pm25,35.8,2024-01-17
Cluj,pm25,33.6,2024-01-18
Cluj,pm25,33.53,2024-01-19
Cluj,pm25,36.02,2024-01-20
Cluj,pm25,29.41,2024-01-21
Cluj,pm25,32.05,2024-01-22
Cluj,pm25,35.42,2024-01-23
Cluj,pm25,33.91,2024-01-24
Cluj,pm25,36.29,2024-01-25
Cluj,pm25,32.03,2024-01-26
Cluj,pm25,34.44,2024-01-27
Cluj,pm25,33.53,2024-01-28
Cluj,pm25,35.04,2024-01-29
Cluj,pm25,33.74,2024-01-30
Cluj,pm25,32.77,2024-01-31
Cluj,pm25,35.17,2024-02-01
Cluj,pm25,34.04,2024-02-02
Cluj,pm25,34.75,2024-02-03
Cluj,pm25,34.12,2024-02-04
Cluj,pm25,33.9,2024-02-05
Cluj,pm25,36.66,2024-02-06
Cluj,pm25,34.9,2024-02-07
Cluj,pm25,30.96,2024-02-08
Cluj,pm25,35.61,2024-02-09
Cluj,pm25,34.62,2024-02-10
Cluj,pm25,35.25,2024-02-11
Cluj,pm25,38.11,2024-02-12
Cluj,pm25,35.02,2024-02-13
Cluj,pm25,33.46,2024-02-14
Cluj,pm25,38.41,2024-02-15
Cluj,pm25,37.1,2024-02-16
Cluj,pm25,31.12,2024-02-17
Cluj,pm25,34.6,2024-02-18
Cluj,pm25,33.53,2024-02-19
Cluj,pm25,36.26,2024-02-20
Cluj,pm25,34.9,2024-02-21
Cluj,pm25,32.6,2024-02-22
Cluj,pm25,33.02,2024-02-23
Cluj,pm25,31.89,2024-02-24
Cluj,pm25,35.32,2024-02-25
Cluj,pm25,37.08,2024-02-26
Cluj,pm25,35.09,2024-02-27
Cluj,pm25,34.82,2024-02-28
Cluj,pm25,34.74,2024-02-29
Iasi,no2,17.3,2024-01-01
Iasi,no2,16.57,2024-01-02
Iasi,no2,14.81,2024-01-03
Iasi,no2,13.09,2024-01-04
Iasi,no2,14.19,2024-01-05
Iasi,no2,12.91,2024-01-06
Iasi,no2,12.86,2024-01-07
Iasi,no2,17.34,2024-01-08
Iasi,no2,17.46,2024-01-09
Iasi,no2,17.14,2024-01-10
Iasi,no2,15.33,2024-01-11
Iasi,no2,14.7,2024-01-12
Iasi,no2,14.6,2024-01-13
Iasi,no2,16.75,2024-01-14
Iasi,no2,15.45,2024-01-15
Iasi,no2,17.55,2024-01-16
Iasi,no2,14.83,2024-01-17
Iasi,no2,18.41,2024-01-18
Iasi,no2,16.56,2024-01-19
Iasi,no2,16.18,2024-01-20
Iasi,no2,15.61,2024-01-21
Iasi,no2,15.29,2024-01-22
Iasi,no2,14.14,2024-01-23
Iasi,no2,14.8,2024-01-24
Iasi,no2,18.12,2024-01-25
Iasi,no2,12.04,2024-01-26
Iasi,no2,17.48,2024-01-27
Iasi,no2,17.16,2024-01-28
Iasi,no2,14.91,2024-01-29
Iasi,no2,18.78,2024-01-30
Iasi,no2,15.36,2024-01-31
Iasi,no2,14.01,2024-02-01
Iasi,no2,15.54,2024-02-02
Iasi,no2,15.59,2024-02-03
Iasi,no2,14.68,2024-02-04
Iasi,no2,16.33,2024-02-05
Iasi,no2,15.31,2024-02-06
Iasi,no2,18.6,2024-02-07
Iasi,no2,17.68,2024-02-08
Iasi,no2,17.14,2024-02-09
Iasi,no2,16.87,2024-02-10
Iasi,no2,15.48,2024-02-11
Iasi,no2,20.21,2024-02-12
Iasi,no2,16.43,2024-02-13
Iasi,no2,18.31,2024-02-14
Iasi,no2,16.45,2024-02-15
Iasi,no2,17.49,2024-02-16
Iasi,no2,15.15,2024-02-17
Iasi,no2,19.54,2024-02-18
Iasi,no2,17.97,2024-02-19
Iasi,no2,17.57,2024-02-20
Iasi,no2,17.32,2024-02-21
Iasi,no2,12.61,2024-02-22
Iasi,no2,10.97,2024-02-23
Iasi,no2,16.24,2024-02-24
Iasi,no2,14.6,2024-02-25
Iasi,no2,13.92,2024-02-26
Iasi,no2,17.48,2024-02-27
Iasi,no2,14.74,2024-02-28
Iasi,no2,12.15,2024-02-29
Iasi,pm10,23.42,2024-01-01
Iasi,pm10,25.09,2024-01-02
Iasi,pm10,24.37,2024-01-03
Iasi,pm10,25.58,2024-01-04
Iasi,pm10,25.96,2024-01-05
Iasi,pm10,27.34,2024-01-06
Iasi,pm10,23.83,2024-01-07
Iasi,pm10,23.89,2024-01-08
Iasi,pm10,24.09,2024-01-09
Iasi,pm10,23.52,2024-01-10
Iasi,pm10,22.78,2024-01-11
Iasi,pm10,26.98,2024-01-12
Iasi,pm10,25.59,2024-01-13
Iasi,pm10,27.21,2024-01-14
Iasi,pm10,24.4,2024-01-15
Iasi,pm10,24.12,2024-01-16
Iasi,pm10,22.24,2024-01-17
Iasi,pm10,21.6,2024-01-18
Iasi,pm10,27.04,2024-01-19
Iasi,pm10,25.36,2024-01-20
Iasi,pm10,26.5,2024-01-21
Iasi,pm10,25.86,2024-01-22
Iasi,pm10,25.58,2024-01-23
Iasi,pm10,23.72,2024-01-24
Iasi,pm10,25.55,2024-01-25
Iasi,pm10,23.24,2024-01-26
Iasi,pm10,23.87,2024-01-27
Iasi,pm10,26.14,2024-01-28
Iasi,pm10,23.72,2024-01-29
Iasi,pm10,28.02,2024-01-30
Iasi,pm10,24.41,2024-01-31
Iasi,pm10,25.91,2024-02-01
Iasi,pm10,25.31,2024-02-02
Iasi,pm10,22.03,2024-02-03
Iasi,pm10,25.45,2024-02-04
Iasi,pm10,22.13,2024-02-05
Iasi,pm10,23.07,2024-02-06
Iasi,pm10,22.05,2024-02-07
Iasi,pm10,24.32,2024-02-08
Iasi,pm10,22.76,2024-02-09
Iasi,pm10,24.22,2024-02-10
Iasi,pm10,25.79,2024-02-11
Iasi,pm10,26.93,2024-02-12
Iasi,pm10,26.61,2024-02-13
Iasi,pm10,25.76,2024-02-14
Iasi,pm10,23.08,2024-02-15
Iasi,pm10,25.94,2024-02-16
Iasi,pm10,24.2,2024-02-17
Iasi,pm10,24.09,2024-02-18
Iasi,pm10,25.27,2024-02-19
Iasi,pm10,23.84,2024-02-20
Iasi,pm10,23.98,2024-02-21
Iasi,pm10,24.66,2024-02-22
Iasi,pm10,25.87,2024-02-23
Iasi,pm10,24.43,2024-02-24
Iasi,pm10,22.57,2024-02-25
Iasi,pm10,23.36,2024-02-26
Iasi,pm10,21.99,2024-02-27
Iasi,pm10,26.66,2024-02-28
Iasi,pm10,26.29,2024-02-29
Iasi,pm25,17.11,2024-01-01
Iasi,pm25,14.93,2024-01-02
Iasi,pm25,20.64,2024-01-03
Iasi,pm25,15.72,2024-01-04
Iasi,pm25,18.28,2024-01-05
Iasi,pm25,18.94,2024-01-06
Iasi,pm25,18.52,2024-01-07
Iasi,pm25,15.05,2024-01-08
Iasi,pm25,18.87,2024-01-09
Iasi,pm25,16.4,2024-01-10
Iasi,pm25,18.3,2024-01-11
Iasi,pm25,17.34,2024-01-12
Iasi,pm25,16.45,2024-01-13
Iasi,pm25,18.31,2024-01-14
Iasi,pm25,20.0,2024-01-15
Iasi,pm25,19.27,2024-01-16
Iasi,pm25,18.66,2024-01-17
Iasi,pm25,16.89,2024-01-18
Iasi,pm25,16.8,2024-01-19
Iasi,pm25,16.25,2024-01-20
Iasi,pm25,18.11,2024-01-21
Iasi,pm25,21.33,2024-01-22
Iasi,pm25,20.49,2024-01-23
Iasi,pm25,15.27,2024-01-24
Iasi,pm25,16.41,2024-01-25
Iasi,pm25,17.46,2024-01-26
Iasi,pm25,17.82,2024-01-27
Iasi,pm25,16.9,2024-01-28
Iasi,pm25,18.26,2024-01-29
Iasi,pm25,21.18,2024-01-30
Iasi,pm25,19.05,2024-01-31
Iasi,pm25,14.91,2024-02-01
Iasi,pm25,21.45,2024-02-02
Iasi,pm25,18.72,2024-02-03
Iasi,pm25,18.44,2024-02-04
Iasi,pm25,13.97,2024-02-05
Iasi,pm25,16.71,2024-02-06
Iasi,pm25,20.36,2024-02-07
Iasi,pm25,16.48,2024-02-08
Iasi,pm25,16.43,2024-02-09
Iasi,pm25,20.93,2024-02-10
Iasi,pm25,17.24,2024-02-11
