city,parameter,value,date
Bucharest,pm25,16.0,2024-01-20
Bucharest,pm25,16.3,2024-01-21
Bucharest,pm25,16.3,2024-01-21
Bucharest,pm25,16.3,2024-01-21
Bucharest,pm25,16.6,2024-01-22
Bucharest,pm25,16.6,2024-01-22
Bucharest,pm25,16.6,2024-01-22
Bucharest,pm25,16.9,2024-01-23
Bucharest,pm25,16.9,2024-01-23
Bucharest,pm25,16.9,2024-01-23
Bucharest,pm25,17.2,2024-01-24
Bucharest,pm25,17.2,2024-01-24
Bucharest,pm25,17.2,2024-01-24
Bucharest,pm25,17.5,2024-01-25
Bucharest,pm25,17.5,2024-01-25
Bucharest,pm25,17.5,2024-01-25
Bucharest,pm25,17.8,2024-01-26
Bucharest,pm25,17.8,2024-01-26
Bucharest,pm25,17.8,2024-01-26
Bucharest,pm25,18.1,2024-01-27
Bucharest,pm25,18.1,2024-01-27
Bucharest,pm25,18.1,2024-01-27
Bucharest,pm25,18.4,2024-01-28
Bucharest,pm25,18.4,2024-01-28
Bucharest,pm25,18.4,2024-01-28
Bucharest,pm25,18.7,2024-01-29
Bucharest,pm25,18.7,2024-01-29
Bucharest,pm25,18.7,2024-01-29
Bucharest,pm25,19.0,2024-01-30
Bucharest,pm25,19.0,2024-01-30
Bucharest,pm25,19.0,2024-01-30
Cluj-Napoca,pm25,10.3,2024-01-01
Cluj-Napoca,pm25,10.3,2024-01-01
Cluj-Napoca,pm25,10.6,2024-01-02
Cluj-Napoca,pm25,10.6,2024-01-02
Cluj-Napoca,pm25,10.9,2024-01-03
Cluj-Napoca,pm25,10.9,2024-01-03
Cluj-Napoca,pm25,11.2,2024-01-04
Cluj-Napoca,pm25,11.2,2024-01-04
Cluj-Napoca,pm25,11.5,2024-01-05
Cluj-Napoca,pm25,11.5,2024-01-05
Cluj-Napoca,pm25,11.8,2024-01-06
Cluj-Napoca,pm25,11.8,2024-01-06
Cluj-Napoca,pm25,12.1,2024-01-07
Cluj-Napoca,pm25,12.1,2024-01-07
Cluj-Napoca,pm25,12.4,2024-01-08
Cluj-Napoca,pm25,12.4,2024-01-08
Cluj-Napoca,pm25,12.7,2024-01-09
Cluj-Napoca,pm25,12.7,2024-01-09
Cluj-Napoca,pm25,13.0,2024-01-10
Cluj-Napoca,pm25,13.0,2024-01-10
Cluj-Napoca,pm25,13.3,2024-01-11
Cluj-Napoca,pm25,13.3,2024-01-11
Cluj-Napoca,pm25,13.6,2024-01-12
Cluj-Napoca,pm25,13.6,2024-01-12
Cluj-Napoca,pm25,13.9,2024-01-13
Cluj-Napoca,pm25,13.9,2024-01-13
Cluj-Napoca,pm25,14.2,2024-01-14
Cluj-Napoca,pm25,14.2,2024-01-14
Cluj-Napoca,pm25,14.5,2024-01-15
Cluj-Napoca,pm25,14.5,2024-01-15
Cluj-Napoca,pm25,14.8,2024-01-16
Cluj-Napoca,pm25,14.8,2024-01-16
Cluj-Napoca,pm25,15.1,2024-01-17
Cluj-Napoca,pm25,15.1,2024-01-17
Cluj-Napoca,pm25,15.4,2024-01-18
Cluj-Napoca,pm25,15.4,2024-01-18
Cluj-Napoca,pm25,15.7,2024-01-19
Cluj-Napoca,pm25,15.7,2024-01-19
Cluj-Napoca,pm25,16.0,2024-01-20
Cluj-Napoca,pm25,16.0,2024-01-20
Cluj-Napoca,pm25,16.3,2024-01-21
Cluj-Napoca,pm25,16.3,2024-01-21
Cluj-Napoca,pm25,16.6,2024-01-22
Cluj-Napoca,pm25,16.6,2024-01-22
Cluj-Napoca,pm25,16.9,2024-01-23
Cluj-Napoca,pm25,16.9,2024-01-23
Cluj-Napoca,pm25,17.2,2024-01-24
Cluj-Napoca,pm25,17.2,2024-01-24
Cluj-Napoca,pm25,17.5,2024-01-25
Cluj-Napoca,pm25,17.5,2024-01-25
Cluj-Napoca,pm25,17.8,2024-01-26
Cluj-Napoca,pm25,17.8,2024-01-26
Cluj-Napoca,pm25,18.1,2024-01-27
Cluj-Napoca,pm25,18.1,2024-01-27
Cluj-Napoca,pm25,18.4,2024-01-28
Cluj-Napoca,pm25,18.4,2024-01-28
Cluj-Napoca,pm25,18.7,2024-01-29
Cluj-Napoca,pm25,18.7,2024-01-29
Cluj-Napoca,pm25,19.0,2024-01-30
Cluj-Napoca,pm25,19.0,2024-01-30
Craiova,pm25,10.3,2024-01-01
Craiova,pm25,10.6,2024-01-02
Craiova,pm25,10.9,2024-01-03
Craiova,pm25,11.2,2024-01-04
Craiova,pm25,11.5,2024-01-05
Craiova,pm25,11.8,2024-01-06
Craiova,pm25,12.1,2024-01-07
Craiova,pm25,12.4,2024-01-08
Craiova,pm25,12.7,2024-01-09
Craiova,pm25,13.0,2024-01-10
Craiova,pm25,13.3,2024-01-11
Craiova,pm25,13.6,2024-01-12
Craiova,pm25,13.9,2024-01-13
Craiova,pm25,14.2,2024-01-14
Craiova,pm25,14.5,2024-01-15
Craiova,pm25,14.8,2024-01-16
Craiova,pm25,15.1,2024-01-17
Craiova,pm25,15.4,2024-01-18
Craiova,pm25,15.7,2024-01-19
Craiova,pm25,16.0,2024-01-20
Craiova,pm25,16.3,2024-01-21
Craiova,pm25,16.6,2024-01-22
Craiova,pm25,16.9,2024-01-23
Craiova,pm25,17.2,2024-01-24
Craiova,pm25,17.5,2024-01-25
Craiova,pm25,17.8,2024-01-26
Craiova,pm25,18.1,2024-01-27
Craiova,pm25,18.4,2024-01-28
Craiova,pm25,18.7,2024-01-29
Craiova,pm25,19.0,2024-01-30
Targu Mures,pm25,10.3,2024-01-01
Targu Mures,pm25,10.3,2024-01-01
Targu Mures,pm25,10.6,2024-01-02
Targu Mures,pm25,10.6,2024-01-02
Targu Mures,pm25,10.9,2024-01-03
Targu Mures,pm25,10.9,2024-01-03
Targu Mures,pm25,11.2,2024-01-04
Targu Mures,pm25,11.2,2024-01-04
Targu Mures,pm25,11.5,2024-01-05
Targu Mures,pm25,11.5,2024-01-05
Targu Mures,pm25,11.8,2024-01-06
Targu Mures,pm25,11.8,2024-01-06
Targu Mures,pm25,12.1,2024-01-07
Targu Mures,pm25,12.1,2024-01-07
Targu Mures,pm25,12.4,2024-01-08
Targu Mures,pm25,12.4,2024-01-08
Targu Mures,pm25,12.7,2024-01-09
Targu Mures,pm25,12.7,2024-01-09
Targu Mures,pm25,13.0,2024-01-10
Targu Mures,pm25,13.0,2024-01-10
Targu Mures,pm25,13.3,2024-01-11
Targu Mures,pm25,13.3,2024-01-11
Targu Mures,pm25,13.6,2024-01-12
Targu Mures,pm25,13.6,2024-01-12
Targu Mures,pm25,13.9,2024-01-13
Targu Mures,pm25,13.9,2024-01-13
Targu Mures,pm25,14.2,2024-01-14
Targu Mures,pm25,14.2,2024-01-14
Targu Mures,pm25,14.5,2024-01-15
Targu Mures,pm25,14.5,2024-01-15
Targu Mures,pm25,14.8,2024-01-16
Targu Mures,pm25,14.8,2024-01-16
Targu Mures,pm25,15.1,2024-01-17
Targu Mures,pm25,15.1,2024-01-17
Targu Mures,pm25,15.4,2024-01-18
Targu Mures,pm25,15.4,2024-01-18
Targu Mures,pm25,15.7,2024-01-19
Targu Mures,pm25,15.7,2024-01-19
Targu Mures,pm25,16.0,2024-01-20
Targu Mures,pm25,16.0,2024-01-20
Targu Mures,pm25,16.3,2024-01-21
Targu Mures,pm25,16.3,2024-01-21
Targu Mures,pm25,16.6,2024-01-22
Targu Mures,pm25,16.6,2024-01-22
Targu Mures,pm25,16.9,2024-01-23
Targu Mures,pm25,16.9,2024-01-23
Targu Mures,pm25,17.2,2024-01-24
Targu Mures,pm25,17.2,2024-01-24
Targu Mures,pm25,17.5,2024-01-25
Targu Mures,pm25,17.5,2024-01-25
Targu Mures,pm25,17.8,2024-01-26
Targu Mures,pm25,17.8,2024-01-26
Targu Mures,pm25,18.1,2024-01-27
Targu Mures,pm25,18.1,2024-01-27
Targu Mures,pm25,18.4,2024-01-28
Targu Mures,pm25,18.4,2024-01-28
Targu Mures,pm25,18.7,2024-01-29
Targu Mures,pm25,18.7,2024-01-29
Targu Mures,pm25,19.0,2024-01-30
Targu Mures,pm25,19.0,2024-01-30
Timisoara,pm25,10.3,2024-01-01
Timisoara,pm25,10.6,2024-01-02
Timisoara,pm25,10.9,2024-01-03
Timisoara,pm25,11.2,2024-01-04
Timisoara,pm25,11.5,2024-01-05
Timisoara,pm25,11.8,2024-01-06
Timisoara,pm25,12.1,2024-01-07
Timisoara,pm25,12.4,2024-01-08
Timisoara,pm25,12.7,2024-01-09
Timisoara,pm25,13.0,2024-01-10
Timisoara,pm25,13.3,2024-01-11
Timisoara,pm25,13.6,2024-01-12
Timisoara,pm25,13.9,2024-01-13
Timisoara,pm25,14.2,2024-01-14
Timisoara,pm25,14.5,2024-01-15
Timisoara,pm25,14.8,2024-01-16
Timisoara,pm25,15.1,2024-01-17
Timisoara,pm25,15.4,2024-01-18
Timisoara,pm25,15.7,2024-01-19
Timisoara,pm25,16.0,2024-01-20
Timisoara,pm25,16.3,2024-01-21
Timisoara,pm25,16.6,2024-01-22
Timisoara,pm25,16.9,2024-01-23
Timisoara,pm25,17.2,2024-01-24
Timisoara,pm25,17.5,2024-01-25
Timisoara,pm25,17.8,2024-01-26
Timisoara,pm25,18.1,2024-01-27
Timisoara,pm25,18.4,2024-01-28
Timisoara,pm25,18.7,2024-01-29
Timisoara,pm25,19.0,2024-01-30
Voluntari,pm25,10.3,2024-01-01
Voluntari,pm25,10.6,2024-01-02
Voluntari,pm25,10.9,2024-01-03
Voluntari,pm25,11.2,2024-01-04
Voluntari,pm25,11.5,2024-01-05
Voluntari,pm25,11.8,2024-01-06
Voluntari,pm25,12.1,2024-01-07
Voluntari,pm25,12.4,2024-01-08
Voluntari,pm25,12.7,2024-01-09
Voluntari,pm25,13.0,2024-01-10
Voluntari,pm25,13.3,2024-01-11
Voluntari,pm25,13.6,2024-01-12
Voluntari,pm25,13.9,2024-01-13
Voluntari,pm25,14.2,2024-01-14
Voluntari,pm25,14.5,2024-01-15
Voluntari,pm25,14.8,2024-01-16
Voluntari,pm25,15.1,2024-01-17
Voluntari,pm25,15.4,2024-01-18
Voluntari,pm25,15.7,2024-01-19
Voluntari,pm25,16.0,2024-01-20
Voluntari,pm25,16.3,2024-01-21
Voluntari,pm25,16.6,2024-01-22
Voluntari,pm25,16.9,2024-01-23
Voluntari,pm25,17.2,2024-01-24
Voluntari,pm25,17.5,2024-01-25
Voluntari,pm25,17.8,2024-01-26
Voluntari,pm25,18.1,2024-01-27
Voluntari,pm25,18.4,2024-01-28
Voluntari,pm25,18.7,2024-01-29
Voluntari,pm25,19.0,2024-01-30
